ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
42496	31792	31792-42496
41273	37182	37182-41273
32545	37182	32545-37182
39043	43770	39043-43770
31792	38518	31792-38518
41995	41473	41473-41995
36936	43018	36936-43018
37995	33824	33824-37995
32898	47260	32898-47260
33156	33979	33156-33979
32545	33979	32545-33979
41273	33979	33979-41273
40875	31430	31430-40875
38534	40104	38534-40104
31357	36240	31357-36240
41273	38654	38654-41273
33156	48535	33156-48535
32502	48535	32502-48535
43770	36851	36851-43770
32898	32777	32777-32898
42496	40764	40764-42496
41273	45318	41273-45318
32545	45318	32545-45318
33824	36171	33824-36171
38534	36171	36171-38534
41184	41633	41184-41633
41273	37957	37957-41273
32545	37957	32545-37957
37182	32088	32088-37182
41273	32088	32088-41273
32545	32088	32088-32545
38489	32088	32088-38489
41995	38005	38005-41995
41666	34426	34426-41666
32898	31157	31157-32898
32777	31157	31157-32777
39958	326187	326187-39958
41612	37455	37455-41612
50143	53557	50143-53557
50143	41434	41434-50143
41184	39374	39374-41184
31157	42544	31157-42544
42192	34519	34519-42192
38005	37922	37922-38005
37655	37922	37655-37922
32898	37922	32898-37922
32777	37922	32777-37922
31181	47121	31181-47121
37957	47121	37957-47121
31181	40587	31181-40587
47121	41850	41850-47121
32898	41850	32898-41850
42544	41850	41850-42544
32777	41850	32777-41850
47121	38558	38558-47121
37377	35956	35956-37377
37377	35680	35680-37377
32545	44885	32545-44885
32088	38917	32088-38917
53557	3355041	3355041-53557
38654	44355	38654-44355
32062	43812	32062-43812
43734	42445	42445-43734
41184	37886	37886-41184
36171	37886	36171-37886
32545	31554	31554-32545
32545	53443	32545-53443
41273	53443	41273-53443
41273	35293	35293-41273
32545	35293	32545-35293
40961	37730	37730-40961
34127	34688	34127-34688
41184	34688	34688-41184
37730	31744	31744-37730
34426	45285	34426-45285
32088	42696	32088-42696
33738	41566	33738-41566
32898	41566	32898-41566
41798	41831	41798-41831
42496	42463	42463-42496
42086	37209	37209-42086
47121	3772559	3772559-47121
37209	3772559	37209-3772559
42496	3772559	3772559-42496
42086	3772559	3772559-42086
41273	37007	37007-41273
32545	37007	32545-37007
326187	34946	326187-34946
48535	34946	34946-48535
47121	37111	37111-47121
37209	39018	37209-39018
47121	39018	39018-47121
42086	39717	39717-42086
47121	39717	39717-47121
39430	41848	39430-41848
33661	33444	33444-33661
33840	42062	33840-42062
31792	42062	31792-42062
38518	42062	38518-42062
39843	41703	39843-41703
41273	42242	41273-42242
32545	42242	32545-42242
43385	45961	43385-45961
40578	45961	40578-45961
43018	39643	39643-43018
36703	39643	36703-39643
32545	34831	32545-34831
41273	34831	34831-41273
50143	37602	37602-50143
41995	39745	39745-41995
31430	39745	31430-39745
42300	39745	39745-42300
35784	39745	35784-39745
40875	42504	40875-42504
31430	42504	31430-42504
36953	40861	36953-40861
34426	39078	34426-39078
37922	37110	37110-37922
14462484	32222	14462484-32222
43770	33402	33402-43770
33982	2768940	2768940-33982
32545	33125	32545-33125
41273	33125	33125-41273
41273	42075	41273-42075
32545	42075	32545-42075
44052	34411	34411-44052
32545	41873	32545-41873
41273	41873	41273-41873
39958	32009	32009-39958
246638	36592	246638-36592
35784	36645	35784-36645
37730	36645	36645-37730
41995	36645	36645-41995
36454	36645	36454-36645
39978	36645	36645-39978
41473	36645	36645-41473
2768940	36645	2768940-36645
37007	36645	36645-37007
31430	36645	31430-36645
34127	36645	34127-36645
42300	36645	36645-42300
39745	36645	36645-39745
36951	34184	34184-36951
36645	36963	36645-36963
41831	42037	41831-42037
47121	32796	32796-47121
38558	32796	32796-38558
45683	41270	41270-45683
36240	31567	31567-36240
35653	31359	31359-35653
37957	33468	33468-37957
45318	33468	33468-45318
42075	33468	33468-42075
34831	33468	33468-34831
33125	33468	33125-33468
33979	33468	33468-33979
42242	33468	33468-42242
53443	33468	33468-53443
41873	33468	33468-41873
37007	33468	33468-37007
32088	33468	32088-33468
31554	33468	31554-33468
37182	33468	33468-37182
37730	43023	37730-43023
39043	43152	39043-43152
36645	39432	36645-39432
42496	42828	42496-42828
41612	37141	37141-41612
43916	37141	37141-43916
37455	37141	37141-37455
40032	36544	36544-40032
33840	39685	33840-39685
41273	34263	34263-41273
32545	34263	32545-34263
33468	34263	33468-34263
42504	33034	33034-42504
39536	40090	39536-40090
33444	40090	33444-40090
33661	40090	33661-40090
42460	41094	41094-42460
36527	41094	36527-41094
32545	33346	32545-33346
41273	33346	33346-41273
41850	32262	32262-41850
31157	32262	31157-32262
42544	32262	32262-42544
30983	37556	30983-37556
36240	43758	36240-43758
36645	43351	36645-43351
38654	38611	38611-38654
38654	31738	31738-38654
38611	31738	31738-38611
36703	41565	36703-41565
43018	41565	41565-43018
32088	42841	32088-42841
41273	42841	41273-42841
32545	42841	32545-42841
33468	42841	33468-42841
42828	32965	32965-42828
37886	38799	37886-38799
41184	38799	38799-41184
41633	38799	38799-41633
34688	38799	34688-38799
39374	38799	38799-39374
41524	38858	38858-41524
39052	38858	38858-39052
43767	34816	34816-43767
33468	34816	33468-34816
32545	34816	32545-34816
41273	34816	34816-41273
33468	32102	32102-33468
32545	32102	32102-32545
41273	32102	32102-41273
42550	43559	42550-43559
37141	37083	37083-37141
37742	38969	37742-38969
33346	38969	33346-38969
34263	38969	34263-38969
45285	38969	38969-45285
41850	38969	38969-41850
34816	38969	34816-38969
42242	38969	38969-42242
53443	38969	38969-53443
47249	38969	38969-47249
32088	38969	32088-38969
40973	38969	38969-40973
37957	38969	37957-38969
42075	38969	38969-42075
38917	38969	38917-38969
50143	38969	38969-50143
42841	38969	38969-42841
32102	38969	32102-38969
45959	38969	38969-45959
34831	38969	34831-38969
32545	38969	32545-38969
31554	38969	31554-38969
33125	38969	33125-38969
39043	38969	38969-39043
45318	38969	38969-45318
37182	38969	37182-38969
34946	38751	34946-38751
48535	38751	38751-48535
42804	33981	33981-42804
43351	33981	33981-43351
40506	41907	40506-41907
36645	41133	36645-41133
36963	41133	36963-41133
44843	36740	36740-44843
42062	40617	40617-42062
33444	40617	33444-40617
45683	38154	38154-45683
38085	38688	38085-38688
34080	39491	34080-39491
45683	39491	39491-45683
45683	43095	43095-45683
33468	32684	32684-33468
32545	32684	32545-32684
41273	32684	32684-41273
38969	32684	32684-38969
37894	32835	32835-37894
3772559	34067	34067-3772559
31792	34067	31792-34067
40764	34067	34067-40764
39717	34067	34067-39717
42463	34067	34067-42463
37111	34067	34067-37111
38654	36774	36774-38654
36645	39826	36645-39826
36854	41611	36854-41611
41434	42647	41434-42647
38534	46091	38534-46091
33509	44030	33509-44030
38688	40141	38688-40141
59227	41144	41144-59227
59227	39156	39156-59227
41144	39156	39156-41144
35478	39156	35478-39156
14462484	32806	14462484-32806
36854	34565	34565-36854
41184	35652	35652-41184
37922	35652	35652-37922
38799	35652	35652-38799
39745	35652	35652-39745
41633	50320	41633-50320
36645	326131	326131-36645
33468	39735	33468-39735
38969	39735	38969-39735
41273	39735	39735-41273
32545	39735	32545-39735
34127	38204	34127-38204
36645	38204	36645-38204
40875	38376	38376-40875
42087	38376	38376-42087
41434	38376	38376-41434
48535	38376	38376-48535
31738	38376	31738-38376
246618	38376	246618-38376
38917	38376	38376-38917
43542	34881	34881-43542
39491	34881	34881-39491
31987	34881	31987-34881
38969	50007	38969-50007
32545	50007	32545-50007
41273	50007	41273-50007
33468	50007	33468-50007
36951	38491	36951-38491
43351	34843	34843-43351
36454	34843	34843-36454
326139	34843	326139-34843
36645	34843	34843-36645
38103	34843	34843-38103
37007	42297	37007-42297
34312	42297	34312-42297
39052	42297	39052-42297
42922	42297	42297-42922
50143	42297	42297-50143
38890	42297	38890-42297
46091	47894	46091-47894
40104	47894	40104-47894
14462484	43162	14462484-43162
36703	34250	34250-36703
43095	41531	41531-43095
38558	3772232	3772232-38558
33468	3772232	33468-3772232
32545	3772232	32545-3772232
41273	3772232	3772232-41273
42297	3772232	3772232-42297
37007	3772232	37007-3772232
38969	3772232	3772232-38969
37922	34269	34269-37922
42504	34269	34269-42504
34610	64880	34610-64880
37455	64880	37455-64880
41612	64880	41612-64880
31987	64880	31987-64880
43916	64880	43916-64880
48317	38057	38057-48317
41273	35771	35771-41273
33468	35771	33468-35771
38969	35771	35771-38969
32545	35771	32545-35771
40973	35649	35649-40973
41094	39241	39241-41094
42504	43517	42504-43517
37730	32532	32532-37730
36951	32532	32532-36951
41094	43354	41094-43354
33468	36791	33468-36791
38969	36791	36791-38969
41273	36791	36791-41273
32545	36791	32545-36791
37455	43490	37455-43490
64880	43490	43490-64880
38085	37187	37187-38085
39430	40133	39430-40133
42596	59240	42596-59240
