ENTREZ_ID.1	ENTREZ_ID.2	gene.pairs
33604	44339	33604-44339
43441	36521	36521-43441
44849	36521	36521-44849
42082	43256	42082-43256
44339	36068	36068-44339
31331	44160	31331-44160
35130	33441	33441-35130
33283	42165	33283-42165
34231	41672	34231-41672
261613	47220	261613-47220
44849	47220	44849-47220
43441	47220	43441-47220
37542	3346206	3346206-37542
43294	37444	37444-43294
38858	44238	38858-44238
43441	33215	33215-43441
261613	42300	261613-42300
46415	42300	42300-46415
43256	42512	42512-43256
34231	33401	33401-34231
33604	42922	33604-42922
43441	36606	36606-43441
44849	36606	36606-44849
42165	35398	35398-42165
43294	35398	35398-43294
41062	318093	318093-41062
43441	41891	41891-43441
44849	41891	41891-44849
36521	34250	34250-36521
43441	34250	34250-43441
44849	34250	34250-44849
37305	34250	34250-37305
31331	35649	31331-35649
39850	44052	39850-44052
34231	50143	34231-50143
33401	50143	33401-50143
38488	36565	36565-38488
40269	40684	40269-40684
326128	42853	326128-42853
326128	38983	326128-38983
41062	34182	34182-41062
50143	39583	39583-50143
35501	43331	35501-43331
35649	36118	35649-36118
31090	36118	31090-36118
34231	36118	34231-36118
33401	36118	33401-36118
41935	32429	32429-41935
41891	32429	32429-41891
41935	35168	35168-41935
32429	35100	32429-35100
34231	35100	34231-35100
39583	35100	35100-39583
33401	35100	33401-35100
32429	33968	32429-33968
35577	37995	35577-37995
35577	37456	35577-37456
44849	44913	44849-44913
34250	34012	34012-34250
42853	40886	40886-42853
33215	2768670	2768670-33215
43728	33849	33849-43728
44039	33136	33136-44039
41062	34245	34245-41062
35398	34245	34245-35398
44849	42267	42267-44849
44849	37065	37065-44849
43441	37065	37065-43441
43441	35215	35215-43441
44849	35215	35215-44849
38518	38204	38204-38518
39368	40508	39368-40508
41062	40508	40508-41062
38204	31444	31444-38204
44052	38376	38376-44052
34250	33686	33686-34250
45525	31883	31883-45525
34231	31883	31883-34231
44086	38795	38795-44086
33604	40331	33604-40331
40987	42057	40987-42057
32429	34876	32429-34876
42057	34876	34876-42057
33604	34876	33604-34876
40987	34876	34876-40987
43441	35490	35490-43441
44849	35490	35490-44849
36565	38491	36565-38491
42300	38491	38491-42300
32429	43693	32429-43693
42057	31110	31110-42057
32429	31110	31110-32429
40987	33814	33814-40987
32429	33814	32429-33814
40698	43767	40698-43767
39375	3772007	3772007-39375
41675	43547	41675-43547
44339	43547	43547-44339
36068	43547	36068-43547
37027	326187	326187-37027
43441	38969	38969-43441
44849	38969	38969-44849
32602	35713	32602-35713
34982	35713	34982-35713
33441	32245	32245-33441
44254	32245	32245-44254
44849	43095	43095-44849
43441	43095	43095-43441
326128	326237	326128-326237
31331	42445	31331-42445
3346206	42445	3346206-42445
39062	42445	39062-42445
44307	42445	42445-44307
37542	39164	37542-39164
3346206	39164	3346206-39164
32635	37973	32635-37973
44052	34504	34504-44052
36118	41846	36118-41846
39958	35104	35104-39958
43256	31298	31298-43256
36592	42162	36592-42162
44849	33943	33943-44849
43441	33943	33943-43441
43441	40233	40233-43441
44849	40233	40233-44849
32545	39956	32545-39956
44849	39843	39843-44849
43441	39843	39843-43441
38488	39156	38488-39156
41446	37922	37922-41446
